#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-11-05T18:49:38', checksum=3521094423, kind='mean', investigation_time=50.0, imt='SA(0.494)'"
lon,lat,depth,poe-0.0010000,poe-0.0050000,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0500000,poe-0.0700000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-1.0000000,poe-1.2500000,poe-1.5000000,poe-1.7500000,poe-2.0000000,poe-2.5000000,poe-3.0000000,poe-3.5000000,poe-4.0000000,poe-5.0000000,poe-6.0000000,poe-7.5000000,poe-10.0000000
39.49000,39.74000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999967E-01,9.998715E-01,9.975306E-01,9.734711E-01,9.162365E-01,7.603469E-01,6.209268E-01,5.148591E-01,4.344842E-01,3.714706E-01,3.202297E-01,2.410375E-01,1.705798E-01,1.212952E-01,8.672002E-02,6.241713E-02,3.309711E-02,1.807994E-02,1.010368E-02,5.708077E-03,1.772746E-03,4.464408E-04,4.836917E-07,0.000000E+00
