#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-09-17T23:04:37', checksum=1432331024, kind='mean', investigation_time=50.0, imt='SA(0.483)'"
lon,lat,depth,poe-0.0010000,poe-0.0050000,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0500000,poe-0.0700000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-1.0000000,poe-1.2500000,poe-1.5000000,poe-1.7500000,poe-2.0000000,poe-2.5000000,poe-3.0000000,poe-3.5000000,poe-4.0000000,poe-5.0000000,poe-6.0000000,poe-7.5000000,poe-10.0000000
39.49000,39.74000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999964E-01,9.998701E-01,9.976054E-01,9.744405E-01,9.187938E-01,7.650171E-01,6.258609E-01,5.193768E-01,4.385069E-01,3.750748E-01,3.235089E-01,2.438264E-01,1.729014E-01,1.232141E-01,8.827793E-02,6.366839E-02,3.389083E-02,1.858155E-02,1.042390E-02,5.916263E-03,1.860772E-03,4.837577E-04,1.207590E-06,0.000000E+00
