#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-11-07T17:16:31', checksum=1468057481, kind='mean', investigation_time=50.0, imt='Sa_avg2(0.494)'"
lon,lat,depth,poe-0.0010000,poe-0.0050000,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0500000,poe-0.0700000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-1.0000000,poe-1.2500000,poe-1.5000000,poe-1.7500000,poe-2.0000000,poe-2.5000000,poe-3.0000000,poe-3.5000000,poe-4.0000000,poe-5.0000000,poe-6.0000000,poe-7.5000000,poe-10.0000000
39.49000,39.74000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999999E-01,9.999712E-01,9.993191E-01,9.915520E-01,9.402075E-01,8.506860E-01,6.650335E-01,5.284695E-01,4.329071E-01,3.615936E-01,3.046667E-01,2.572018E-01,1.823882E-01,1.171002E-01,7.460397E-02,4.756497E-02,3.048556E-02,1.277264E-02,5.410282E-03,2.237896E-03,8.507597E-04,2.799541E-05,0.000000E+00,0.000000E+00,0.000000E+00
