#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2024-11-07T15:54:29', checksum=2104878828, kind='mean', investigation_time=50.0, imt='FIV3(0.556)'"
lon,lat,depth,poe-0.1000000,poe-0.5000000,poe-1.0000000,poe-2.0000000,poe-5.0000000,poe-8.0000000,poe-15.0000000,poe-25.0000000,poe-35.0000000,poe-50.0000000,poe-65.0000000,poe-85.0000000,poe-105.0000000,poe-130.0000000,poe-160.0000000,poe-200.0000000,poe-250.0000000,poe-300.0000000,poe-350.0000000,poe-400.0000000,poe-500.0000000,poe-600.0000000,poe-700.0000000,poe-900.0000000,poe-1100.0000000,poe-1400.0000000,poe-1800.0000000,poe-2400.0000000,poe-3000.0000000
39.49000,39.74000,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999714E-01,9.983597E-01,9.496989E-01,7.819663E-01,6.278808E-01,4.780875E-01,3.859480E-01,3.016226E-01,2.379449E-01,1.758448E-01,1.208707E-01,7.258471E-02,3.846493E-02,2.066847E-02,1.127312E-02,6.223255E-03,1.889158E-03,5.083239E-04,9.387612E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
